side,entry_price,exit_price,qty,pnl_usdt,pnl_pct,result,reason,entry_ts,exit_ts,duration_min,session
long,75279.621,76468.95639500002,0.10627046063369522,110.3912,1.3799,WIN,stop_loss,1776423120000,1776432420000,155.0,europe
long,76312.14700499999,75447.347455,0.10598984950180633,-107.8366,-1.3332,LOSS,time_exit,1776764580000,1776807780000,720.0,europe
long,78170.955945,77688.84614500002,0.10236594396728192,-65.3557,-0.8167,LOSS,time_exit,1777000440000,1777043640000,720.0,asia
long,77141.401425,76047.65715,0.10305437779908265,-128.6147,-1.6178,LOSS,time_exit,1777341720000,1777384920000,720.0,asia
long,77658.419805,75474.80372,0.10104335657252192,-236.3336,-3.0118,LOSS,stop_loss,1777460340000,1777486080000,429.0,europe
long,77091.02625,78107.98647,0.09933452528678434,85.7037,1.1192,WIN,stop_loss,1777610820000,1777642980000,536.0,asia
long,80930.214885,81615.44186500002,0.09546945396290987,49.9655,0.6467,WIN,time_exit,1777968480000,1778011680000,720.0,europe
